API,oil/day,Date
05123454470100,71.96,2/1/21
05123454470100,68.81,3/1/21
05123454470100,64.37,4/1/21
05123454470100,53.84,5/1/21
05123454470100,45.53,6/1/21
05123454470100,42.45,7/1/21
05123454470100,38.32,8/1/21
05123454470100,35.47,9/1/21
05123454470100,34.65,10/1/21
05123454470100,31.67,11/1/21
05123454470100,29.10,12/1/21
05123454420000,352.87,9/1/19
05123454420000,563.72,10/1/19
05123454420000,378.17,11/1/19
05123454420000,301.32,12/1/19
05123454420000,250.29,1/1/20
05123454420000,206.45,2/1/20
05123454420000,145.45,3/1/20
05123454420000,128.50,4/1/20
05123454420000,109.29,5/1/20
05123454420000,89.57,6/1/20
05123454420000,76.74,7/1/20
05123454420000,65.94,8/1/20
05123454420000,64.30,9/1/20
05123454420000,62.35,10/1/20
05123454420000,52.67,11/1/20
05123454420000,48.52,12/1/20
05123454420000,53.87,1/1/21
05123454420000,52.21,2/1/21
05123454420000,44.77,3/1/21
05123454420000,42.77,4/1/21
05123454420000,35.68,5/1/21
05123454420000,35.07,6/1/21
05123454420000,28.60,7/1/21
05123454420000,6.79,8/1/21
05123454420000,27.90,9/1/21
05123454420000,27.03,10/1/21
05123454420000,25.97,11/1/21
05123454420000,26.42,12/1/21
05123454320000,#VALUE!,8/1/18
05123454320000,428.20,9/1/18
05123454320000,400.71,10/1/18
05123454320000,405.53,11/1/18
05123454320000,428.84,12/1/18
05123454320000,349.06,1/1/19
05123454320000,304.86,2/1/19
05123454320000,301.68,3/1/19
05123454320000,303.17,4/1/19
05123454320000,277.45,5/1/19
05123454320000,180.33,6/1/19
05123454320000,#VALUE!,7/1/19
05123454320000,11.00,8/1/19
05123454320000,78.72,9/1/19
05123454320000,103.42,10/1/19
05123454320000,97.00,11/1/19
05123454320000,119.00,12/1/19
05123454320000,170.10,1/1/20
05123454320000,164.21,2/1/20
05123454320000,166.87,3/1/20
05123454320000,162.97,4/1/20
05123454320000,168.10,5/1/20
05123454320000,157.23,6/1/20
05123454320000,156.03,7/1/20
05123454320000,149.90,8/1/20
05123454320000,142.80,9/1/20
05123454320000,137.71,10/1/20
05123454320000,133.97,11/1/20
05123454320000,128.26,12/1/20
05123454320000,123.35,1/1/21
05123454320000,119.14,2/1/21
05123454320000,112.26,3/1/21
05123454320000,109.07,4/1/21
05123454320000,102.29,5/1/21
05123454320000,101.77,6/1/21
05123454320000,102.16,7/1/21
05123454320000,97.55,8/1/21
05123454320000,93.70,9/1/21
05123454320000,92.65,10/1/21
05123454320000,92.40,11/1/21
05123454320000,86.90,12/1/21
