API,oil/day,Date
05123371480000,7.47,6/1/20
05123371480000,7.45,7/1/20
05123371480000,7.35,8/1/20
05123371480000,7.33,9/1/20
05123371480000,7.26,10/1/20
05123371480000,7.20,11/1/20
05123371480000,6.94,12/1/20
05123371480000,6.97,1/1/21
05123371480000,6.61,2/1/21
05123371480000,6.34,3/1/21
05123371480000,6.40,4/1/21
05123371480000,5.94,5/1/21
05123371480000,5.70,6/1/21
05123371480000,5.81,7/1/21
05123371480000,5.29,8/1/21
05123371480000,5.17,9/1/21
05123371480000,4.74,10/1/21
05123371480000,5.03,11/1/21
05123371480000,4.90,12/1/21
05123371530000,217.78,9/1/13
05123371530000,418.23,10/1/13
05123371530000,363.13,11/1/13
05123371530000,234.74,12/1/13
05123371530000,191.53,1/1/14
05123371530000,159.64,2/1/14
05123371530000,135.35,3/1/14
05123371530000,120.07,4/1/14
05123371530000,100.77,5/1/14
05123371530000,90.37,6/1/14
05123371530000,77.60,7/1/14
05123371530000,72.97,8/1/14
05123371530000,64.00,9/1/14
05123371530000,60.26,10/1/14
05123371530000,52.13,11/1/14
05123371530000,45.74,12/1/14
05123371530000,46.29,1/1/15
05123371530000,33.46,2/1/15
05123371530000,38.71,3/1/15
05123371530000,37.80,4/1/15
05123371530000,35.10,5/1/15
05123371530000,31.70,6/1/15
05123371530000,29.97,7/1/15
05123371530000,26.74,8/1/15
05123371530000,24.30,9/1/15
05123371530000,22.58,10/1/15
05123371530000,24.47,11/1/15
05123371530000,18.32,12/1/15
05123371530000,30.26,1/1/16
05123371530000,24.00,2/1/16
05123371530000,21.06,3/1/16
05123371530000,19.33,4/1/16
05123371530000,18.39,5/1/16
05123371530000,17.69,6/1/16
05123371530000,25.06,7/1/16
05123371530000,21.39,8/1/16
05123371530000,13.33,9/1/16
05123371530000,4.29,10/1/16
05123371530000,4.23,11/1/16
05123371530000,4.00,12/1/16
05123371530000,6.06,1/1/17
05123371530000,15.79,2/1/17
05123371530000,19.74,3/1/17
05123371530000,17.57,4/1/17
05123371530000,17.61,5/1/17
05123371530000,15.72,6/1/17
05123371530000,5.48,7/1/17
05123371530000,10.55,8/1/17
05123371530000,11.73,9/1/17
05123371530000,19.14,10/1/17
05123371530000,14.93,11/1/17
05123371530000,14.35,12/1/17
05123371530000,12.65,1/1/18
05123371530000,11.64,2/1/18
05123371530000,8.58,3/1/18
05123371530000,8.00,4/1/18
05123371530000,8.13,5/1/18
05123371530000,6.25,6/1/18
05123371530000,8.74,7/1/18
05123371530000,8.87,8/1/18
05123371530000,9.60,9/1/18
05123371530000,8.84,10/1/18
05123371530000,9.00,11/1/18
05123371530000,9.57,12/1/18
05123371530000,8.84,1/1/19
05123371530000,9.00,2/1/19
05123371530000,8.03,3/1/19
05123371530000,1.00,4/1/19
05123371530000,#VALUE!,5/1/19
05123371530000,9.04,6/1/19
05123371530000,4.81,7/1/19
05123371530000,4.39,8/1/19
05123371530000,3.46,9/1/19
05123371530000,7.86,10/1/19
05123371530000,6.40,11/1/19
05123371530000,5.71,12/1/19
05123371530000,4.13,1/1/20
05123371530000,5.66,2/1/20
05123371530000,5.77,3/1/20
05123371530000,4.44,4/1/20
05123371530000,3.57,5/1/20
05123371530000,8.63,6/1/20
05123371530000,6.52,7/1/20
05123371530000,5.90,8/1/20
05123371530000,5.90,9/1/20
05123371530000,5.13,10/1/20
05123371530000,5.37,11/1/20
05123371530000,4.68,12/1/20
05123371530000,4.26,1/1/21
05123371530000,4.00,2/1/21
05123371530000,3.48,3/1/21
05123371530000,3.60,4/1/21
05123371530000,3.48,5/1/21
05123371530000,3.37,6/1/21
05123371530000,3.55,7/1/21
05123371530000,3.58,8/1/21
05123371530000,3.60,9/1/21
05123371530000,3.48,10/1/21
05123371530000,3.40,11/1/21
05123371530000,3.35,12/1/21
05123371540000,57.70,9/1/13
05123371540000,372.55,10/1/13
05123371540000,420.87,11/1/13
05123371540000,273.45,12/1/13
05123371540000,218.77,1/1/14
05123371540000,177.64,2/1/14
05123371540000,149.74,3/1/14
05123371540000,126.63,4/1/14
05123371540000,110.26,5/1/14
05123371540000,104.43,6/1/14
05123371540000,88.30,7/1/14
05123371540000,80.29,8/1/14
05123371540000,71.07,9/1/14
05123371540000,66.06,10/1/14
05123371540000,56.93,11/1/14
05123371540000,53.10,12/1/14
05123371540000,50.03,1/1/15
05123371540000,44.32,2/1/15
05123371540000,45.16,3/1/15
05123371540000,43.07,4/1/15
05123371540000,39.94,5/1/15
05123371540000,38.80,6/1/15
05123371540000,38.06,7/1/15
05123371540000,37.90,8/1/15
05123371540000,32.13,9/1/15
05123371540000,30.55,10/1/15
05123371540000,28.77,11/1/15
05123371540000,20.19,12/1/15
05123371540000,38.52,1/1/16
05123371540000,29.86,2/1/16
05123371540000,26.35,3/1/16
05123371540000,23.87,4/1/16
05123371540000,22.55,5/1/16
05123371540000,23.83,6/1/16
05123371540000,31.58,7/1/16
05123371540000,26.55,8/1/16
05123371540000,19.44,9/1/16
05123371540000,20.16,10/1/16
05123371540000,21.73,11/1/16
05123371540000,17.32,12/1/16
05123371540000,18.29,1/1/17
05123371540000,17.50,2/1/17
05123371540000,25.10,3/1/17
05123371540000,23.33,4/1/17
05123371540000,21.45,5/1/17
05123371540000,19.62,6/1/17
05123371540000,19.48,7/1/17
05123371540000,19.71,8/1/17
05123371540000,17.93,9/1/17
05123371540000,25.62,10/1/17
05123371540000,14.33,11/1/17
05123371540000,15.94,12/1/17
05123371540000,13.45,1/1/18
05123371540000,13.36,2/1/18
05123371540000,13.23,3/1/18
05123371540000,13.43,4/1/18
05123371540000,13.32,5/1/18
05123371540000,10.76,6/1/18
05123371540000,13.16,7/1/18
05123371540000,12.74,8/1/18
05123371540000,8.48,9/1/18
05123371540000,10.32,10/1/18
05123371540000,10.50,11/1/18
05123371540000,10.03,12/1/18
05123371540000,8.90,1/1/19
05123371540000,9.39,2/1/19
05123371540000,9.26,3/1/19
05123371540000,1.00,4/1/19
05123371540000,#VALUE!,5/1/19
05123371540000,15.56,6/1/19
05123371540000,10.03,7/1/19
05123371540000,6.61,8/1/19
05123371540000,6.52,9/1/19
05123371540000,7.62,10/1/19
05123371540000,7.03,11/1/19
05123371540000,8.16,12/1/19
05123371540000,7.94,1/1/20
05123371540000,8.38,2/1/20
05123371540000,8.52,3/1/20
05123371540000,7.83,4/1/20
05123371540000,7.55,5/1/20
05123371540000,7.60,6/1/20
05123371540000,7.90,7/1/20
05123371540000,7.52,8/1/20
05123371540000,7.43,9/1/20
05123371540000,6.61,10/1/20
05123371540000,7.03,11/1/20
05123371540000,6.42,12/1/20
05123371540000,6.29,1/1/21
05123371540000,6.36,2/1/21
05123371540000,5.97,3/1/21
05123371540000,6.53,4/1/21
05123371540000,6.35,5/1/21
05123371540000,6.33,6/1/21
05123371540000,6.39,7/1/21
